ITEM_20150317_000001	Empty_头盔 
ITEM_20150317_003668	An item exchanged between lovers as a symbol of 他们的love. A cute music box that fits into a 小型 pouch. 
ITEM_20150317_003669	魔物 Meat 
ITEM_20150317_003670	Meat peeled off during the 猎人之of 魔物们. The terrible smell alone makes it hard to eat. 
ITEM_20150317_003671	Asellu叶子 Bud 
ITEM_20150317_003672	The叶子 bud of an Asellu grown on the Way of Big Starving Demon. It has many practical uses in crafting and in medicine. 
ITEM_20150317_003673	食物 Scraps 
ITEM_20150317_003674	Unidentifiable 食物 scraps. Can be used as 魔物 bait. When a 魔物 comes into sight, you can throw it by pressing the V key. 
ITEM_20150317_003675	 
ITEM_20150317_003676	 
ITEM_20150317_003677	Soul Reagent 
ITEM_20150317_003678	Reagent to distinguish the 魔物 that killed pilgrims at the scatte红色的stairs. 
ITEM_20150317_003679	Nameless 鲜花 * 
ITEM_20150317_003680	Altar 鲜花 Offe环状 
ITEM_20150317_003681	Bouquet * 
ITEM_20150317_003682	A 收藏集 of 鲜花s on the altar devoted to appease the angry 精神s 
ITEM_20150317_003683	Pilgrim的Lost Scripture Page 
ITEM_20150317_003684	A sheet of the Pilgrim的Scripture.  
ITEM_20150317_003685	Pilgrim的Scripture 
ITEM_20150317_003686	A Scripture that is necessary for all Pilgrims. 
ITEM_20150317_003687	浓缩 Rage of the Pilgrims that the 火焰魔棒 had.  
ITEM_20150317_003688	 
ITEM_20150317_003689	 
ITEM_20150317_003690	 
ITEM_20150317_003691	Grey Gypsum Fragment 
ITEM_20150317_003692	 
ITEM_20150317_003693	Reed叶子 Dew 
ITEM_20150317_003694	 
ITEM_20150317_003695	Sign of Naktis 
ITEM_20150317_003696	 
ITEM_20150317_003697	Clear Water 
ITEM_20150317_003698	Clear Water flo羽翼 within a 小型 part of Fault Forest. 
ITEM_20150317_003699	皮革Pouch 
ITEM_20150317_003700	A 皮革pouch used to st矿石water 
ITEM_20150317_003701	Reed 鲜花s * 
ITEM_20150317_003702	 
ITEM_20150317_003703	Purifier 
ITEM_20150317_003704	A purifier that the Pardoner 大师之sells. It is used when the sac红色的property of something is sullied. It的very expensive, though. 
ITEM_20150317_003705	Tombstone Dew 
ITEM_20150317_003706	Dew gathe红色的from a tombstone early in the morning. One might have qualms against it, but it can be drunk. 
ITEM_20150317_003707	Lantern * 
ITEM_20150317_003708	A lantern that lights one的surroundings. 
ITEM_20150317_003709	Medicine 
ITEM_20150317_003710	Medicine created by the pilgrim, Teopilis. He claims it will ward off curses. 
ITEM_20150317_003711	 
ITEM_20150317_003712	 
ITEM_20150317_003713	 
ITEM_20150317_003714	A 小型, portable portrait with someone的face drawn on it. 
ITEM_20150317_003715	Mother的Handkerchief * 
ITEM_20150317_003716	A handkerchief given to a son leaving on a pilgrim魔导 from his loving mother. 
ITEM_20150317_003717	Sap 
ITEM_20150317_003718	 
ITEM_20150317_003719	Jar 
ITEM_20150317_003720	A jar used to st矿石sap or water 
ITEM_20150317_003721	Succubus Eyes 
ITEM_20150317_003722	A Succubus的eyes with the [项链 of Greed - 体力] lodged in it. Teopilis can probably extract the 项链 if we take it to him. 
ITEM_20150317_003723	Pattern Stone (High) 
ITEM_20150317_003724	The upper part of the stone with the drawn sac红色的pattern. 
ITEM_20150317_003725	Pattern Stone (中号) 
ITEM_20150317_003726	The middle part of the stone with the drawn sac红色的pattern. 
ITEM_20150317_003727	Pattern Stone (Low) 
ITEM_20150317_003728	The lower part of the stone with the drawn sac红色的pattern. 
ITEM_20150317_003729	Sweet Honeycomb Fragment 
ITEM_20150317_003730	A fragment of a honeycomb that emits a strong, sweet scent. 
ITEM_20150317_003731	Vaciu Altar 魔力Stone Fragment 
ITEM_20150317_003732	An unidentified fragment of a 魔力stone that was placed on the altar. 
ITEM_20150317_003733	Beehive药片 
ITEM_20150317_003734	A药片 of honeycomb that is sweet to the tongue. 
ITEM_20150317_003735	The 水晶 of a 精神 filled with a holy aura. 
ITEM_20150317_003736	Complete Scriptures 
ITEM_20150317_003737	A scripture containing the power of sac红色的texts. 
ITEM_20150317_003738	Scriptures of the Soul 
ITEM_20150317_003739	Scriptures containing a bishop的soul. It is able to call up the bishop at any time. 
ITEM_20150317_003740	遗迹 of Mercy 
ITEM_20150317_003741	A teardrop-shaped jewel. Requi红色的to find Mayburn的key. 
ITEM_20150317_003742	遗迹 of Salvation 
ITEM_20150317_003743	A round jewel. Requi红色的to find Mayburn的key. 
ITEM_20150317_003744	Mayburn的First 钥匙
ITEM_20150317_003745	守卫的Keepsake 
ITEM_20150317_003746	遗迹s of the 守卫s that have been petrified by the petrified frost in the petrified city Susanhan marketplace 
ITEM_20150317_003747	Bag of Farming Tools 
ITEM_20150317_003748	Backpack filled with tools necessary to start a farm. 
ITEM_20150317_003749	Bee Tree Branch 
ITEM_20150317_003750	A branch of a bee tree containing the power of the Goddess Austeya 
ITEM_20150317_003751	Ashes of Incinerated 恶魔 
ITEM_20150317_003752	The ashes of a 恶魔 incinerated by Goddess Austeya的power 
ITEM_20150317_003753	Beads of Residue 
ITEM_20150317_003754	 
ITEM_20150317_003755	欧克 Stem 
ITEM_20150317_003756	Scarecrow Building Materials 
ITEM_20150317_003757	Material for fabricating Scarecrows 
ITEM_20150317_003758	Wood to be installed on the land as scarecrow 
ITEM_20150317_003759	Stolen Grain Bag 
ITEM_20150317_003760	Vomited after the 魔物 died, a half-digested mass of dough. 
ITEM_20150317_003761	The third revelation found in the Thorny 森林之
ITEM_20150317_003762	The fourth revelation found in the 皇家 Tombs 
ITEM_20150317_003763	It cannot be read yet. Take it to Saule for interpretation. 
ITEM_20150317_003764	Rubbing Tool for Petrified Objects  
ITEM_20150317_003765	Tool used to make a rubbing of the petrified book found on Ruklys Street. 
ITEM_20150317_003766	Time Magnifier 
ITEM_20150317_003767	Tool used to find out the past disaster of Ruklys Street  
ITEM_20150317_003768	护符 (temporary) 
ITEM_20150317_003769	护符 attached by an unknown pilgrim to 封印 the power of the Tree Root 水晶. 
ITEM_20150317_003770	Fragmented Symbol of Austeza 
ITEM_20150317_003771	Austeja的Symbol related to the altar. 
ITEM_20150317_003772	Symbol of Austeza 
ITEM_20150317_003773	A symbol containing Goddess Austeza的power, it has the 能力值 to block Demonic powers. 
ITEM_20150317_003774	Merchant Item Parcel 
ITEM_20150317_003775	 
ITEM_20150317_003776	Bee Honey Jelly 
ITEM_20150317_003777	A sweet-smelling jelly that can b环状 the Sp环状 鲜花 out from hiding. 
ITEM_20150317_003778	Sp环状 鲜花 
ITEM_20150317_003779	Mysterious 鲜花 that rises from the ground when it smells honey. 
ITEM_20150317_003780	Maven的Second 钥匙
ITEM_20150317_003781	Maven的Third 钥匙
ITEM_20150317_003782	Maven的Fourth 钥匙
ITEM_20150317_003783	Maven的Fifth 钥匙
ITEM_20150317_003784	Broken 钥匙Fragment 
ITEM_20150317_003785	Priest的Studies 
ITEM_20150317_003786	Documents related to the rese拱形of the curse of Naktis 
ITEM_20150317_003787	Rese拱形Results 
ITEM_20150317_003788	Priest的lost belongings 
ITEM_20150317_003789	Medicine 
ITEM_20150317_003790	Experimental Medicine 
ITEM_20150317_003791	Drugged Meat 
ITEM_20150317_003792	Meat 
ITEM_20150317_003793	Recipe 
ITEM_20150317_003794	Recipes written to turn into 魔物们 
ITEM_20150317_003795	Cloth Scrap of Naktis的Servant 
ITEM_20150317_003796	Material needed to make drugs to disguise as Naktis 
ITEM_20150317_003797	Medicine that can turn you into a 魔物 
ITEM_20150317_003798	老旧的钥匙
ITEM_20150317_003799	A 钥匙retrieved from Naktis的Servant 
ITEM_20150317_003800	Sacrificial Lean 魔物 Meat 
ITEM_20150317_003801	魔物 meat for use in the Sanctuary. Because it的a lean part of the meat, it doesn't smell that much. 
ITEM_20150317_003802	Cleric Master的Symbol of Faith 
ITEM_20150317_003803	A crest that can find 魔物们 that have eaten the Sancutary的insignia. It的a symbol of the Cleric Master的faith. 
ITEM_20150317_003804	Tough 皮革
ITEM_20150317_003805	The tough 皮革of a 魔物. Its toughness makes it watertight. 
ITEM_20150317_003806	Tough 皮革Pouch 
ITEM_20150317_003807	A pouch made from a 魔物的Tough 皮革 
ITEM_20150317_003808	Water-Filled 皮革Pouch  
ITEM_20150317_003809	A 魔物的Tough 皮革Pouch that has been filled with water. 
ITEM_20150317_003810	An 老旧的and rusted key. 
ITEM_20150317_003811	The sixth revelation found in the 大教堂 
ITEM_20150317_003812	Doucments related to Naktis 
ITEM_20150317_003813	Documents related to the story of Naktis and the Asmodians 
ITEM_20150317_003814	Body of Priest 
ITEM_20150317_003815	Body of Bishop 
ITEM_20150317_003816	Tasty Candy Ball 
ITEM_20150317_003817	A tasty candy ball made for the workers at the petrified city in Kalis. 
ITEM_20150317_003818	守卫的Memento 
ITEM_20150317_003819	Memento of a 军人 who died to the petrifying frost.  
ITEM_20150317_003820	Elixir Ingredient 
ITEM_20150317_003821	An ingredient requested by Bokor Edita in order to call forth 精神s. 
ITEM_20150317_003822	Elixir of Release 
ITEM_20150317_003823	An elixer that, when used on petrified people, summons 他们的精神s. 
ITEM_20150317_003824	Petrification Tha羽翼 Liquid  
ITEM_20150317_003825	When used on a 魔物 that is being petrified, it thaws them out. 
ITEM_20150317_003826	Petrified Sample 
ITEM_20150317_003827	A petrified sample of a 魔物 in the process of being petrified. 
ITEM_20150317_003828	Ruklys Era Record 
ITEM_20150317_003829	A comparatively well-reserved record from the Ruklys Era. 
ITEM_20150317_003830	Vacuum 卷轴 
ITEM_20150317_003831	A 卷轴 that contains powerful 魔力that blocks all sound. Let的use Gagoil. 
ITEM_20150317_003832	Flame 精神 Jewel 
ITEM_20150317_003833	A jewel that holds an unstable flame 精神. 
ITEM_20150317_003834	Mine Compass 
ITEM_20150317_003835	A mysterious compass that teaches you how to repair the Purifiers. 
ITEM_20150317_003836	Purifier Cooling Parts 
ITEM_20150317_003837	1st Floor Entrance Purifier Parts 
ITEM_20150317_003838	Purifier Operating Parts 
ITEM_20150317_003839	Purifier Pipe Parts 
ITEM_20150317_003840	1st Floor Center Purifier parts 
ITEM_20150317_003841	Passage Purifier Parts 
ITEM_20150317_003842	1st Floor Passage Purifier Parts 
ITEM_20150317_003843	Selection Item 
ITEM_20150317_003844	An item that shows you possible choices. 
ITEM_20150317_003845	Mine Lubricant 
ITEM_20150317_003846	Lubricant for the machinery in the mine 
ITEM_20150317_003847	Torn-out Purifier Pipe 
ITEM_20150317_003848	Parts of the 2nd Floor的初级ry Purifier that was broken by 魔物们. 
ITEM_20150317_003849	Parts of the 初级ry Purifier   
ITEM_20150317_003850	Parts of the 2nd Floor的初级ry Purifier that was broken by the Petrified Whale. 
ITEM_20150317_003851	Fragment of Gaudegi Altar 魔力Stone  
ITEM_20150317_003852	Masterpiece Mead 
ITEM_20150317_003853	Honey liqueur that shows the craftsmanship of the brewer. 
ITEM_20150317_003854	Absorption 卷轴 
ITEM_20150317_003855	A 魔力卷轴 that can absorb weak petrification frost. 
ITEM_20150317_003856	Petrified 鲜花 
ITEM_20150317_003857	 
ITEM_20150317_003858	Lesser 冰之Wall 卷轴 
ITEM_20150317_003859	Casts 冰之Wall when used. 
ITEM_20150317_003860	Sparkling Stone 
ITEM_20150317_003861	Inside it might contain a Silk Token! 
ITEM_20150317_003862	Stolen Supplies 
ITEM_20150317_003863	Military supplies stolen from the Kingdom Army的守卫s by Dico Doguldan. 
ITEM_20150317_003864	Petrified Cargo Rubbings 
ITEM_20150317_003865	Rubbing of the petrified book on Ruklys Street 
ITEM_20150317_003866	骑士 Supplies 
ITEM_20150317_003867	Supplies Officer Hans gave you, requesting you to remove the smell of 魔物们. 
ITEM_20150317_003868	Smelly Supplies 
ITEM_20150317_003869	补给 cove红色的with 魔物的odor. It smells terrible. 
ITEM_20150317_003870	Lime Powder 
ITEM_20150317_003871	Lime powder for repai环状 the 守卫 Tower 
ITEM_20150317_003872	High-Density Time Bomb 
ITEM_20150317_003873	A powerful bomb can cause a big disturbance 
ITEM_20150317_003874	Kneaded Slime 
ITEM_20150317_003875	A sticky liquid that can attach even 重型的items to anything. 
ITEM_20150317_003876	A dangerous bomb that will explode soon after being thrown. 
ITEM_20150317_003877	Boulder Explosives 
ITEM_20150317_003878	Bomb with a high power output. It is extremely loud. 
ITEM_20150317_003879	Central Propaganda 
ITEM_20150317_003880	Advertisement fliers distributed by the Kingdom Army 
ITEM_20150317_003881	Frosty C矿石
ITEM_20150317_003882	Rese拱形on the petrification frost requested by the Kalis Knightage 
ITEM_20150317_003883	Recruitment Not冰之
ITEM_20150317_003884	A lengthy advertisement noting the Kingdom的honor and pride 
ITEM_20150317_003885	Priest的Rese拱形
ITEM_20150317_003886	Rese拱形collected by the Priest 
ITEM_20150317_003887	Dumaro的Hind Leg 
ITEM_20150317_003888	The part of a Dumaro that has the most meat 
ITEM_20150317_003889	皮革Front 精金制
ITEM_20150317_003890	 
ITEM_20150317_003891	Leafy Shoulder 
ITEM_20150317_003892	皮革Back 精金制
ITEM_20150317_003893	皮革Chest Protector 
ITEM_20150317_003894	Strong Roots 
ITEM_20150317_003895	Strong Roots of a 大号 红色的口帕 
ITEM_20150317_003896	口帕 Teeth 
ITEM_20150317_003897	红色的口帕 Teeth 
ITEM_20150317_003898	Jukopus 皮革
ITEM_20150317_003899	Jukopus of 皮革
ITEM_20150317_003900	乌波 Thief 皮革
ITEM_20150317_003901	皮革of 乌波 Thief   
ITEM_20150317_003902	钥匙obtained from Yonazolem. Seems to fit a treasure chest of some sort. 
ITEM_20150317_003903	Moss 
ITEM_20150317_003904	Moss that has attached to the back of the 魔物. It is dirty but dry. 
ITEM_20150317_003905	Scripture 
ITEM_20150317_003906	The Scripture that anyone calling themselves a Pilgrim of the 大教堂 would carry with them. 
ITEM_20150317_003907	Test Soul Reagent 
ITEM_20150317_003908	Reagent for soul testing that Graschius gave you. The 钥匙is to secretly spray it without dra羽翼 the 魔物的attention. 
ITEM_20150317_003909	C老旧的魔物 Fluid 
ITEM_20150317_003910	 
ITEM_20150317_003911	 
ITEM_20150317_003912	 
ITEM_20150317_003913	 
ITEM_20150317_003914	A药片 of paper swallowed by a 魔物. It looks like someone的portrait. 
ITEM_20150317_003915	 
ITEM_20150317_003916	军人们' 遗迹s 
ITEM_20150317_003917	The 遗迹s of 军人们 who died protecting the Miners' Village. 
ITEM_20150317_003918	Miners' Village 食物 
ITEM_20150317_003919	食物 that the 乌波们 plunde红色的in the Miners' Village. Some of it has been eaten. 
ITEM_20150317_003920	 
ITEM_20150317_003921	盾牌 parts needed to convince the Peltasta to join your side. 
ITEM_20150317_003922	 
ITEM_20150317_003923	Scriptural 遗迹 
ITEM_20150317_003924	Orb of Divine Detection 
ITEM_20150317_003925	 
ITEM_20150317_003926	大教堂 Goods 
ITEM_20150317_003927	 
ITEM_20150317_003928	Graceful 遗迹 
ITEM_20150323_003929	Sandwich Bread 
ITEM_20150323_003930	Sandwich Cheese 
ITEM_20150323_003931	Sandwich Meat 
ITEM_20150323_003932	Spoon 
ITEM_20150323_003933	Salad 
ITEM_20150323_003934	Salad Set 
ITEM_20150323_003935	Soup Set 
ITEM_20150323_003936	Sandwich 
ITEM_20150323_003937	Soup 
ITEM_20150323_003938	Can be obtained from Colimencia of the Kobalt 森林之quest. 
ITEM_20150323_003939	Can be obtained from Merge of the Septyni Valley quest. 
ITEM_20150323_003940	An ingredient to make the Saffie 项链. Can be obtained from Rikaus in Sirdgela Forest. 
ITEM_20150323_003941	An ingredient to make the Saffie 项链. Can be obtained from Bramble in Kvailas Forest. 
ITEM_20150323_003942	Can be obtained from Yonazolem in Ramstis Ridge. 
ITEM_20150323_003943	Can be obtained from Scorpio in Akmens Ridge. 
ITEM_20150323_003944	Can be obtained from Unicorn in Escanciu Village. 
ITEM_20150323_003945	Can be obtained from Reaverpede in Escanciu Village. 
ITEM_20150323_003946	Can be obtained from 恶魔glove in the 费迪南的Suburbs. 
ITEM_20150323_003947	Can be obtained from Moa in the 费迪南的Suburbs. 
